"ProductKey","ProductAlternateKey","ProductSubcategoryKey","WeightUnitMeasureCode","SizeUnitMeasureCode","EnglishProductName","SpanishProductName","FrenchProductName","StandardCost","FinishedGoodsFlag","Color","SafetyStockLevel","ReorderPoint","ListPrice","Size","SizeRange","Weight","DaysToManufacture","ProductLine","DealerPrice","Class","Style","ModelName","LargePhoto","EnglishDescription","FrenchDescription","ChineseDescription","ArabicDescription","HebrewDescription","ThaiDescription","GermanDescription","JapaneseDescription","TurkishDescription","StartDate","EndDate","Status"
"156","MB-2024","","","","Metal Bar 1","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"157","MB-6061","","","","Metal Bar 2","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"158","MP-2066","","","","Metal Plate 2","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"159","MP-2503","","","","Metal Plate 1","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"160","MP-4960","","","","Metal Plate 3","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"161","MS-0253","","","","Metal Sheet 2","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"162","MS-1256","","","","Metal Sheet 3","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"163","MS-1981","","","","Metal Sheet 7","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"164","MS-2259","","","","Metal Sheet 4","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"165","MS-2341","","","","Metal Sheet 5","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"166","MS-2348","","","","Metal Sheet 6","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"167","MS-6061","","","","Metal Sheet 1","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"168","MT-1000","","","","Metal Tread Plate","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"169","NI-4127","","","","LL Nipple","","","","False","NA","1000","750","","","NA","","0","","","L ","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"170","NI-9522","","","","HL Nipple","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"171","PA-187B","","","","Paint - Black","","","","False","NA","60","45","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"172","PA-361R","","","","Paint - Red","","","","False","NA","60","45","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"173","PA-529S","","","","Paint - Silver","","","","False","NA","60","45","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"174","PA-632U","","","","Paint - Blue","","","","False","NA","60","45","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"175","PA-823Y","","","","Paint - Yellow","","","","False","NA","60","45","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"176","PB-6109","","","","Pinch Bolt","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"177","RA-2345","","","","Cup-Shaped Race","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"178","RA-7490","","","","Cone-Shaped Race","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"179","RF-9198","","","","Reflector","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"180","RM-M464","","G  ","","LL Mountain Rim","","","","False","NA","800","600","","","NA","435","0","","","L ","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"181","RM-M692","","G  ","","ML Mountain Rim","","","","False","NA","800","600","","","NA","450","0","","","M ","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"182","RM-M823","","G  ","","HL Mountain Rim","","","","False","NA","800","600","","","NA","400","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"183","RM-R436","","G  ","","LL Road Rim","","","","False","NA","800","600","","","NA","445","0","","","L ","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"184","RM-R600","","G  ","","ML Road Rim","","","","False","NA","800","600","","","NA","450","0","","","M ","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"185","RM-R800","","G  ","","HL Road Rim","","","","False","NA","800","600","","","NA","400","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"186","RM-T801","","G  ","","Touring Rim","","","","False","NA","800","600","","","NA","460","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"187","SA-M198","","","","LL Mountain Seat Assembly","","","","False","NA","500","375","","","NA","","1","","","L ","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"188","SA-M237","","","","ML Mountain Seat Assembly","","","","False","NA","500","375","","","NA","","1","","","M ","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"189","SA-M687","","","","HL Mountain Seat Assembly","","","","False","NA","500","375","","","NA","","1","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"190","SA-R127","","","","LL Road Seat Assembly","","","","False","NA","500","375","","","NA","","1","","","L ","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"191","SA-R430","","","","ML Road Seat Assembly","","","","False","NA","500","375","","","NA","","1","","","M ","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"192","SA-R522","","","","HL Road Seat Assembly","","","","False","NA","500","375","","","NA","","1","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"193","SA-T467","","","","LL Touring Seat Assembly","","","","False","NA","500","375","","","NA","","1","","","L ","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"194","SA-T612","","","","ML Touring Seat Assembly","","","","False","NA","500","375","","","NA","","1","","","M ","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"195","SA-T872","","","","HL Touring Seat Assembly","","","","False","NA","500","375","","","NA","","1","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"196","SD-2342","","","","LL Spindle/Axle","","","","False","NA","500","375","","","NA","","0","","","L ","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"197","SD-9872","","","","HL Spindle/Axle","","","","False","NA","500","375","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"198","SH-4562","","","","LL Shell","","","","False","NA","800","600","","","NA","","0","","","L ","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"199","SH-9312","","","","HL Shell","","","","False","NA","800","600","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"200","SK-9283","","","","Spokes","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"201","SL-0931","","","","Seat Lug","","","","False","NA","1000","750","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"202","SM-9087","","","","Stem","","","","False","NA","500","375","","","NA","","1","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"203","SP-2981","","","","Seat Post","","","","False","NA","500","375","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"204","SR-2098","","","","Steerer","","","","False","NA","500","375","","","NA","","1","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"205","SS-2985","","","","Seat Stays","","","","False","NA","800","600","","","NA","","1","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"206","ST-9828","","","","Seat Tube","","","","False","NA","500","375","","","NA","","1","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"207","TO-2301","","","","Top Tube","","","","False","NA","500","375","","","NA","","1","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"208","TP-0923","","","","Tension Pulley","","","","False","NA","800","600","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"209","RC-0291","","","","Rear Derailleur Cage","","","","False","Silver","500","375","","","NA","","0","","","","","","System.Byte[]","","","","","","","","","","7/1/2003 12:00:00 AM","","Current"
"210","FR-R92B-58","14","LB ","CM ","HL Road Frame - Black, 58","","","","True","Black","500","375","","58","54-58 CM","2.24","1","R ","","H ","U ","HL Road Frame","System.Byte[]","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Notre cadre en aluminium plus l?ger et de qualit? sup?rieure fabriqu? ? partir du tout dernier alliage?; cadre soud? et trait? ? chaud pour une meilleure r?sistance. Le r?sultat d'une conception innovante pour un confort et des performances maximum.","??????????????????????????????????????????????????????????????","??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.","????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.","????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????","Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschwei?t und hitzebehandelt f?r noch mehr Stabilit?t. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.","?????????????/??????????? ???????????????????????????????????????????????????????????","""En yeni ala??mdan imal edilme, en hafif ve en kaliteli al?minyum kadromuz, daha g??l? olmas? i?in kaynakland? ve tavland?. Yenilik?i tasar?m?m?z maksimum konfor ve performans sunar.""","7/1/2003 12:00:00 AM","","Current"
"211","FR-R92R-58","14","LB ","CM ","HL Road Frame - Red, 58","","","","True","Red","500","375","","58","54-58 CM","2.24","1","R ","","H ","U ","HL Road Frame","System.Byte[]","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Notre cadre en aluminium plus l?ger et de qualit? sup?rieure fabriqu? ? partir du tout dernier alliage?; cadre soud? et trait? ? chaud pour une meilleure r?sistance. Le r?sultat d'une conception innovante pour un confort et des performances maximum.","??????????????????????????????????????????????????????????????","??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.","????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.","????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????","Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschwei?t und hitzebehandelt f?r noch mehr Stabilit?t. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.","?????????????/??????????? ???????????????????????????????????????????????????????????","""En yeni ala??mdan imal edilme, en hafif ve en kaliteli al?minyum kadromuz, daha g??l? olmas? i?in kaynakland? ve tavland?. Yenilik?i tasar?m?m?z maksimum konfor ve performans sunar.""","7/1/2003 12:00:00 AM","","Current"
"212","HL-U509-R","31","","","Sport-100 Helmet, Red","Casco deportivo: 100, rojo","Casque sport 100, rouge","12.0278","True","Red","4","3","33.6442","","NA","","0","S ","20.1865","","","Sport-100","System.Byte[]","Universal fit, well-vented, lightweight , snap-on visor.","L?g?re, a?r?e, taille unique, avec une visi?re amovible.","???????????????????","?????? ???? ???? ????? ???????? ?????? ????? ????? ??? ?? ????? ???? ?????? ???????? ????????.","???? ?????????, ??????? ????, ???-????, ?? ?????? ??????.","????????????????? ??????????????? ??????????","""Einheitsgr??e, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""","???????????????? ????????? ?? ?????","""Her bisiklete kolayca tak?labilen, aerodinamik, hafif dikiz aynas?.""","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
"213","HL-U509-R","31","","","Sport-100 Helmet, Red","Casco deportivo: 100, rojo","Casque sport 100, rouge","13.8782","True","Red","4","3","33.6442","","NA","","0","S ","20.1865","","","Sport-100","System.Byte[]","Universal fit, well-vented, lightweight , snap-on visor.","L?g?re, a?r?e, taille unique, avec une visi?re amovible.","???????????????????","?????? ???? ???? ????? ???????? ?????? ????? ????? ??? ?? ????? ???? ?????? ???????? ????????.","???? ?????????, ??????? ????, ???-????, ?? ?????? ??????.","????????????????? ??????????????? ??????????","""Einheitsgr??e, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""","???????????????? ????????? ?? ?????","""Her bisiklete kolayca tak?labilen, aerodinamik, hafif dikiz aynas?.""","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
